tconst,averageRating,numVotes,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
imdb.com/title/tt15097216,9.4,185162,Jai Bhim,Jai Bhim,2021,164,"Crime,Drama,Mystery"
imdb.com/title/tt0252487,9.3,39990,The Chaos Class,Hababam Sinifi,1975,87,"Comedy,Drama"
imdb.com/title/tt0111161,9.3,2572812,The Shawshank Redemption,The Shawshank Redemption,1994,142,Drama
imdb.com/title/tt5354160,9.2,25759,Mirror Game,Aynabaji,2016,147,"Crime,Mystery,Thriller"
imdb.com/title/tt10189514,9.2,109309,Soorarai Pottru,Soorarai Pottru,2020,153,Drama
imdb.com/title/tt0068646,9.2,1771672,The Godfather,The Godfather,1972,175,"Crime,Drama"
imdb.com/title/tt2592910,9.1,45862,CM101MMXI Fundamentals,CM101MMXI Fundamentals,2013,139,"Comedy,Documentary"
imdb.com/title/tt0108052,9.0,1310584,Schindler's List,Schindler's List,1993,195,"Biography,Drama,History"
imdb.com/title/tt11989890,9.0,31104,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,2020,83,"Biography,Documentary"
imdb.com/title/tt0167260,9.0,1769721,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003,201,"Action,Adventure,Drama"
imdb.com/title/tt0468569,9.0,2539302,The Dark Knight,The Dark Knight,2008,152,"Action,Crime,Drama"
imdb.com/title/tt0050083,9.0,759872,12 Angry Men,12 Angry Men,1957,96,"Crime,Drama"
imdb.com/title/tt0071562,9.0,1225156,The Godfather: Part II,The Godfather: Part II,1974,202,"Crime,Drama"
imdb.com/title/tt8178634,9.0,50705,RRR,RRR (Rise Roar Revolt),2022,187,"Action,Drama"
imdb.com/title/tt0110912,8.9,1974794,Pulp Fiction,Pulp Fiction,1994,154,"Crime,Drama"
imdb.com/title/tt0060196,8.8,739628,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",1966,161,"Adventure,Western"
imdb.com/title/tt1375666,8.8,2258111,Inception,Inception,2010,148,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0137523,8.8,2024737,Fight Club,Fight Club,1999,139,Drama
imdb.com/title/tt0109830,8.8,1984662,Forrest Gump,Forrest Gump,1994,142,"Drama,Romance"
imdb.com/title/tt0120737,8.8,1791318,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,2001,178,"Action,Adventure,Drama"
imdb.com/title/tt0167261,8.8,1598738,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002,179,"Action,Adventure,Drama"
imdb.com/title/tt10554232,8.8,80583,Dara of Jasenovac,Dara iz Jasenovca,2020,130,"Drama,War"
imdb.com/title/tt5813916,8.7,107887,The Mountain II,Dag II,2016,135,"Action,Drama,War"
imdb.com/title/tt10295212,8.7,116087,Shershaah,Shershaah,2021,135,"Action,Biography,Drama"
imdb.com/title/tt0073486,8.7,979623,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,1975,133,Drama
imdb.com/title/tt0099685,8.7,1110183,Goodfellas,Goodfellas,1990,145,"Biography,Crime,Drama"
imdb.com/title/tt0080684,8.7,1244640,Star Wars: Episode V - The Empire Strikes Back,The Empire Strikes Back,1980,124,"Action,Adventure,Fantasy"
imdb.com/title/tt0133093,8.7,1851253,The Matrix,The Matrix,1999,136,"Action,Sci-Fi"
imdb.com/title/tt10280296,8.7,38670,Sardar Udham,Sardar Udham,2021,164,"Biography,Crime,Drama"
imdb.com/title/tt0118799,8.6,673751,Life Is Beautiful,La vita è bella,1997,116,"Comedy,Drama,Romance"
imdb.com/title/tt0102926,8.6,1379216,The Silence of the Lambs,The Silence of the Lambs,1991,118,"Crime,Drama,Thriller"
imdb.com/title/tt0120815,8.6,1340256,Saving Private Ryan,Saving Private Ryan,1998,169,"Drama,War"
imdb.com/title/tt0816692,8.6,1716987,Interstellar,Interstellar,2014,169,"Adventure,Drama,Sci-Fi"
imdb.com/title/tt0114369,8.6,1578001,Se7en,Se7en,1995,127,"Crime,Drama,Mystery"
imdb.com/title/tt0103064,8.6,1063913,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991,137,"Action,Sci-Fi"
imdb.com/title/tt0120689,8.6,1251119,The Green Mile,The Green Mile,1999,189,"Crime,Drama,Fantasy"
imdb.com/title/tt0245429,8.6,727432,Spirited Away,Sen to Chihiro no kamikakushi,2001,125,"Adventure,Animation,Family"
imdb.com/title/tt0076759,8.6,1316124,Star Wars,Star Wars,1977,121,"Action,Adventure,Fantasy"
imdb.com/title/tt0317248,8.6,738833,City of God,Cidade de Deus,2002,130,"Crime,Drama"
imdb.com/title/tt0038650,8.6,443150,It's a Wonderful Life,It's a Wonderful Life,1946,130,"Drama,Family,Fantasy"
imdb.com/title/tt0047478,8.6,337818,Seven Samurai,Shichinin no samurai,1954,207,"Action,Drama"
imdb.com/title/tt0056058,8.6,53339,Hara-Kiri,Seppuku,1962,133,"Action,Drama,Mystery"
imdb.com/title/tt12361178,8.6,34456,Drishyam 2,Drishyam 2,2021,152,"Crime,Drama,Thriller"
imdb.com/title/tt0253474,8.5,801406,The Pianist,The Pianist,2002,150,"Biography,Drama,Music"
imdb.com/title/tt2582802,8.5,802820,Whiplash,Whiplash,2014,106,"Drama,Music"
imdb.com/title/tt1675434,8.5,827699,The Intouchables,Intouchables,2011,112,"Biography,Comedy,Drama"
imdb.com/title/tt0021749,8.5,180955,City Lights,City Lights,1931,87,"Comedy,Drama,Romance"
imdb.com/title/tt0078748,8.5,849871,Alien,Alien,1979,117,"Horror,Sci-Fi"
imdb.com/title/tt7019842,8.5,28309,96,96,2018,158,"Drama,Romance"
imdb.com/title/tt4154756,8.5,1002279,Avengers: Infinity War,Avengers: Infinity War,2018,149,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0064116,8.5,322332,Once Upon a Time in the West,C'era una volta il West,1968,165,Western
imdb.com/title/tt6751668,8.5,734261,Parasite,Gisaengchung,2019,132,"Comedy,Drama,Horror"
imdb.com/title/tt0103767,8.5,38431,Baraka,Baraka,1992,96,Documentary
imdb.com/title/tt0034583,8.5,557603,Casablanca,Casablanca,1942,102,"Drama,Romance,War"
imdb.com/title/tt10872600,8.5,583817,Spider-Man: No Way Home,Spider-Man: No Way Home,2021,148,"Action,Adventure,Fantasy"
imdb.com/title/tt0078788,8.5,648338,Apocalypse Now,Apocalypse Now,1979,147,"Drama,Mystery,War"
imdb.com/title/tt1152758,8.5,36188,Dear Zachary: A Letter to a Son About His Father,Dear Zachary: A Letter to a Son About His Father,2008,95,"Biography,Crime,Documentary"
imdb.com/title/tt0054215,8.5,650633,Psycho,Psycho,1960,109,"Horror,Mystery,Thriller"
imdb.com/title/tt0047396,8.5,478864,Rear Window,Rear Window,1954,112,"Mystery,Thriller"
imdb.com/title/tt0114814,8.5,1057173,The Usual Suspects,The Usual Suspects,1995,106,"Crime,Drama,Mystery"
imdb.com/title/tt0120586,8.5,1092875,American History X,American History X,1998,119,Drama
imdb.com/title/tt0110357,8.5,1019044,The Lion King,The Lion King,1994,88,"Adventure,Animation,Drama"
imdb.com/title/tt9477520,8.5,25946,Asuran,Asuran,2019,141,"Action,Drama"
imdb.com/title/tt1424432,8.5,69538,Senna,Senna,2010,106,"Biography,Documentary,Sport"
imdb.com/title/tt0095765,8.5,253435,Cinema Paradiso,Nuovo Cinema Paradiso,1988,155,"Drama,Romance"
imdb.com/title/tt0482571,8.5,1288381,The Prestige,The Prestige,2006,130,"Drama,Mystery,Thriller"
imdb.com/title/tt0110413,8.5,1121507,Léon: The Professional,Léon,1994,110,"Action,Crime,Drama"
imdb.com/title/tt0407887,8.5,1280500,The Departed,The Departed,2006,151,"Crime,Drama,Thriller"
imdb.com/title/tt0088763,8.5,1154851,Back to the Future,Back to the Future,1985,116,"Adventure,Comedy,Sci-Fi"
imdb.com/title/tt0172495,8.5,1447508,Gladiator,Gladiator,2000,155,"Action,Adventure,Drama"
imdb.com/title/tt0095327,8.5,265067,Grave of the Fireflies,Hotaru no haka,1988,89,"Animation,Drama,War"
imdb.com/title/tt0027977,8.5,236274,Modern Times,Modern Times,1936,87,"Comedy,Drama,Romance"
imdb.com/title/tt0209144,8.5,1202893,Memento,Memento,2000,113,"Mystery,Thriller"
imdb.com/title/tt2380307,8.4,472361,Coco,Coco,2017,105,"Adventure,Animation,Comedy"
imdb.com/title/tt0770802,8.4,35417,Samsara,Samsara,2011,102,"Documentary,Music"
imdb.com/title/tt0051201,8.4,121474,Witness for the Prosecution,Witness for the Prosecution,1957,116,"Crime,Drama,Mystery"
imdb.com/title/tt6316138,8.4,38724,Ayla: The Daughter of War,Ayla: The Daughter of War,2017,125,"Biography,Drama,History"
imdb.com/title/tt7060344,8.4,38782,Raatchasan,Ratsasan,2018,170,"Crime,Drama,Mystery"
imdb.com/title/tt0364569,8.4,559384,Oldboy,Oldeuboi,2003,120,"Action,Drama,Mystery"
imdb.com/title/tt0057565,8.4,42382,High and Low,Tengoku to jigoku,1963,143,"Crime,Drama,Mystery"
imdb.com/title/tt0057012,8.4,478551,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,"Comedy,War"
imdb.com/title/tt4633694,8.4,483203,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation"
imdb.com/title/tt0043014,8.4,216800,Sunset Blvd.,Sunset Blvd.,1950,110,"Drama,Film-Noir"
imdb.com/title/tt0032553,8.4,219356,The Great Dictator,The Great Dictator,1940,125,"Comedy,Drama,War"
imdb.com/title/tt5074352,8.4,181196,Dangal,Dangal,2016,161,"Action,Biography,Drama"
imdb.com/title/tt0986264,8.4,187626,Like Stars on Earth,Taare Zameen Par,2007,165,"Drama,Family"
imdb.com/title/tt0086879,8.4,392224,Amadeus,Amadeus,1984,160,"Biography,Drama,Music"
imdb.com/title/tt5311514,8.4,247107,Your Name.,Kimi no na wa.,2016,106,"Animation,Drama,Fantasy"
imdb.com/title/tt0119698,8.4,379987,Princess Mononoke,Mononoke-hime,1997,134,"Action,Adventure,Animation"
imdb.com/title/tt0082096,8.4,246308,The Boat,Das Boot,1981,149,"Drama,War"
imdb.com/title/tt0050825,8.4,192535,Paths of Glory,Paths of Glory,1957,88,"Drama,War"
imdb.com/title/tt0405094,8.4,382063,The Lives of Others,Das Leben der Anderen,2006,137,"Drama,Mystery,Thriller"
imdb.com/title/tt1187043,8.4,383686,3 Idiots,3 Idiots,2009,170,"Comedy,Drama"
imdb.com/title/tt8108268,8.4,31806,The Tashkent Files,The Tashkent Files,2019,134,"Drama,Mystery,Thriller"
imdb.com/title/tt4154796,8.4,1037811,Avengers: Endgame,Avengers: Endgame,2019,181,"Action,Adventure,Drama"
imdb.com/title/tt7838252,8.4,61134,K.G.F: Chapter 1,K.G.F: Chapter 1,2018,156,"Action,Crime,Drama"
imdb.com/title/tt0091251,8.4,74085,Come and See,Idi i smotri,1985,142,"Drama,Thriller,War"
imdb.com/title/tt0090605,8.4,697009,Aliens,Aliens,1986,137,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0112573,8.4,1013678,Braveheart,Braveheart,1995,178,"Biography,Drama,History"
imdb.com/title/tt0082971,8.4,940353,Indiana Jones and the Raiders of the Lost Ark,Raiders of the Lost Ark,1981,115,"Action,Adventure"
imdb.com/title/tt8503618,8.4,85649,Hamilton,Hamilton,2020,160,"Biography,Drama,History"
imdb.com/title/tt8267604,8.4,83745,Capernaum,Capharnaüm,2018,126,Drama
imdb.com/title/tt0081505,8.4,980169,The Shining,The Shining,1980,146,"Drama,Horror"
imdb.com/title/tt1313104,8.4,49305,The Cove,The Cove,2009,92,"Biography,Crime,Documentary"
imdb.com/title/tt0169547,8.4,1128715,American Beauty,American Beauty,1999,122,Drama
imdb.com/title/tt1345836,8.4,1643518,The Dark Knight Rises,The Dark Knight Rises,2012,164,"Action,Crime,Drama"
imdb.com/title/tt1853728,8.4,1487181,Django Unchained,Django Unchained,2012,165,"Drama,Western"
imdb.com/title/tt7286456,8.4,1176624,Joker,Joker,2019,122,"Crime,Drama,Thriller"
imdb.com/title/tt0910970,8.4,1078911,WALL·E,WALL·E,2008,98,"Adventure,Animation,Family"
imdb.com/title/tt0045152,8.3,235994,Singin' in the Rain,Singin' in the Rain,1952,103,"Comedy,Musical,Romance"
imdb.com/title/tt0110057,8.3,26099,Hoop Dreams,Hoop Dreams,1994,170,"Documentary,Drama,Sport"
imdb.com/title/tt0055031,8.3,75959,Judgment at Nuremberg,Judgment at Nuremberg,1961,179,"Drama,War"
imdb.com/title/tt0044741,8.3,76369,Ikiru,Ikiru,1952,143,Drama
imdb.com/title/tt1832382,8.3,240452,A Separation,Jodaeiye Nader az Simin,2011,123,Drama
imdb.com/title/tt7681902,8.3,25192,Won't You Be My Neighbor?,Won't You Be My Neighbor?,2018,95,"Biography,Documentary"
imdb.com/title/tt8291224,8.3,58085,Uri: The Surgical Strike,Uri: The Surgical Strike,2019,138,"Action,Drama,History"
imdb.com/title/tt0070735,8.3,256680,The Sting,The Sting,1973,129,"Comedy,Crime,Drama"
imdb.com/title/tt6148156,8.3,36582,Vikram Vedha,Vikram Vedha,2017,147,"Action,Crime,Drama"
imdb.com/title/tt9052870,8.3,49365,Chhichhore,Chhichhore,2019,143,"Comedy,Drama,Romance"
imdb.com/title/tt2375559,8.3,44928,1: Nenokkadine,1 - Nenokkadine,2014,170,"Action,Thriller"
imdb.com/title/tt3417422,8.3,40197,Drishyam,Drishyam,2013,160,"Crime,Drama,Thriller"
imdb.com/title/tt10272386,8.3,131885,The Father,The Father,2020,97,"Drama,Mystery"
imdb.com/title/tt2199711,8.3,39861,Vishwaroopam,Vishwaroopam,2013,148,"Action,Thriller"
imdb.com/title/tt0012349,8.3,124053,The Kid,The Kid,1921,68,"Comedy,Drama,Family"
imdb.com/title/tt0048473,8.3,31125,Pather Panchali,Pather Panchali,1955,125,Drama
imdb.com/title/tt0022100,8.3,154711,M,M - Eine Stadt sucht einen Mörder,1931,117,"Crime,Mystery,Thriller"
imdb.com/title/tt0040522,8.3,160176,Bicycle Thieves,Ladri di biciclette,1948,89,Drama
imdb.com/title/tt4849438,8.3,88770,Baahubali 2: The Conclusion,Bãhubali 2: The Conclusion,2017,167,"Action,Drama"
imdb.com/title/tt0036775,8.3,153765,Double Indemnity,Double Indemnity,1944,107,"Crime,Drama,Film-Noir"
imdb.com/title/tt0053604,8.3,177477,The Apartment,The Apartment,1960,125,"Comedy,Drama,Romance"
imdb.com/title/tt1255953,8.3,171000,Incendies,Incendies,2010,131,"Drama,Mystery,War"
imdb.com/title/tt0017136,8.3,170984,Metropolis,Metropolis,1927,153,"Drama,Sci-Fi"
imdb.com/title/tt0208092,8.3,833727,Snatch,Snatch,2000,104,"Comedy,Crime"
imdb.com/title/tt0056592,8.3,310827,To Kill a Mockingbird,To Kill a Mockingbird,1962,129,"Crime,Drama"
imdb.com/title/tt0180093,8.3,817782,Requiem for a Dream,Requiem for a Dream,2000,102,Drama
imdb.com/title/tt0033467,8.3,432933,Citizen Kane,Citizen Kane,1941,119,"Drama,Mystery"
imdb.com/title/tt0338013,8.3,976879,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,108,"Drama,Romance,Sci-Fi"
imdb.com/title/tt10811166,8.3,541706,The Kashmir Files,The Kashmir Files,2022,170,Drama
imdb.com/title/tt8579674,8.3,543751,1917,1917,2019,119,"Action,Drama,War"
imdb.com/title/tt0119217,8.3,933259,Good Will Hunting,Good Will Hunting,1997,126,"Drama,Romance"
imdb.com/title/tt0114709,8.3,959069,Toy Story,Toy Story,1995,81,"Adventure,Animation,Comedy"
imdb.com/title/tt0211915,8.3,741077,Amélie,Le fabuleux destin d'Amélie Poulain,2001,122,"Comedy,Romance"
imdb.com/title/tt0119488,8.3,569370,L.A. Confidential,L.A. Confidential,1997,138,"Crime,Drama,Mystery"
imdb.com/title/tt0053125,8.3,320516,North by Northwest,North by Northwest,1959,136,"Adventure,Mystery,Thriller"
imdb.com/title/tt0435761,8.3,810266,Toy Story 3,Toy Story 3,2010,103,"Adventure,Animation,Comedy"
imdb.com/title/tt0093058,8.3,721218,Full Metal Jacket,Full Metal Jacket,1987,116,"Drama,War"
imdb.com/title/tt0086250,8.3,807024,Scarface,Scarface,1983,170,"Crime,Drama"
imdb.com/title/tt2106476,8.3,317692,The Hunt,Jagten,2012,115,Drama
imdb.com/title/tt0066921,8.3,806910,A Clockwork Orange,A Clockwork Orange,1971,136,"Crime,Sci-Fi"
imdb.com/title/tt1877830,8.3,323246,The Batman,The Batman,2022,176,"Action,Crime,Drama"
imdb.com/title/tt0075314,8.3,791949,Taxi Driver,Taxi Driver,1976,114,"Crime,Drama"
imdb.com/title/tt0052357,8.3,393126,Vertigo,Vertigo,1958,128,"Mystery,Romance,Thriller"
imdb.com/title/tt0056172,8.3,286995,Lawrence of Arabia,Lawrence of Arabia,1962,218,"Adventure,Biography,Drama"
imdb.com/title/tt0361748,8.3,1387136,Inglourious Basterds,Inglourious Basterds,2009,153,"Adventure,Drama,War"
imdb.com/title/tt0062622,8.3,648999,2001: A Space Odyssey,2001: A Space Odyssey,1968,149,"Adventure,Sci-Fi"
imdb.com/title/tt0113277,8.3,630976,Heat,Heat,1995,170,"Action,Crime,Drama"
imdb.com/title/tt0086190,8.3,1017049,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action,Adventure,Fantasy"
imdb.com/title/tt0105236,8.3,986708,Reservoir Dogs,Reservoir Dogs,1992,99,"Crime,Drama,Thriller"
imdb.com/title/tt1049413,8.3,1009536,Up,Up,2009,96,"Adventure,Animation,Comedy"
imdb.com/title/tt0087843,8.3,341303,Once Upon a Time in America,Once Upon a Time in America,1984,229,"Crime,Drama"
imdb.com/title/tt10431500,8.2,46631,Miracle in Cell No. 7,Yedinci Kogustaki Mucize,2019,132,Drama
imdb.com/title/tt0015324,8.2,48226,Sherlock Jr.,Sherlock Jr.,1924,45,"Action,Comedy,Romance"
imdb.com/title/tt0071853,8.2,529732,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy"
imdb.com/title/tt0042192,8.2,129163,All About Eve,All About Eve,1950,138,Drama
imdb.com/title/tt0089881,8.2,122833,Ran,Ran,1985,162,"Action,Drama,War"
imdb.com/title/tt0040897,8.2,122670,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,1948,126,"Adventure,Drama,Western"
imdb.com/title/tt0112641,8.2,503864,Casino,Casino,1995,178,"Crime,Drama"
imdb.com/title/tt0085809,8.2,37912,Koyaanisqatsi,Koyaanisqatsi,1982,86,"Documentary,Music"
imdb.com/title/tt2375605,8.2,37591,The Act of Killing,The Act of Killing,2012,117,"Biography,Crime,Documentary"
imdb.com/title/tt0469494,8.2,566999,There Will Be Blood,There Will Be Blood,2007,158,Drama
imdb.com/title/tt0120735,8.2,569148,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998,107,"Action,Comedy,Crime"
imdb.com/title/tt0015864,8.2,109344,The Gold Rush,The Gold Rush,1925,95,"Adventure,Comedy,Drama"
imdb.com/title/tt8239946,8.2,41130,Tumbbad,Tumbbad,2018,104,"Drama,Fantasy,Horror"
imdb.com/title/tt0055630,8.2,120398,Yojimbo,Yôjinbô,1961,110,"Action,Drama,Thriller"
imdb.com/title/tt4430212,8.2,79266,Drishyam,Drishyam,2015,163,"Crime,Drama,Mystery"
imdb.com/title/tt0046438,8.2,60021,Tokyo Story,Tôkyô monogatari,1953,136,Drama
imdb.com/title/tt0266543,8.2,1013082,Finding Nemo,Finding Nemo,2003,100,"Adventure,Animation,Comedy"
imdb.com/title/tt0046268,8.2,59824,The Wages of Fear,Le salaire de la peur,1953,131,"Adventure,Drama,Thriller"
imdb.com/title/tt0095016,8.2,854459,Die Hard,Die Hard,1988,132,"Action,Thriller"
imdb.com/title/tt0268978,8.2,906726,A Beautiful Mind,A Beautiful Mind,2001,135,"Biography,Drama"
imdb.com/title/tt0167404,8.2,965563,The Sixth Sense,The Sixth Sense,1999,107,"Drama,Mystery,Thriller"
imdb.com/title/tt0107290,8.2,941153,Jurassic Park,Jurassic Park,1993,127,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0477348,8.2,936953,No Country for Old Men,No Country for Old Men,2007,122,"Crime,Drama,Thriller"
imdb.com/title/tt3322420,8.2,64910,Queen,Queen,2013,146,"Adventure,Comedy,Drama"
imdb.com/title/tt2356180,8.2,66615,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag,2013,186,"Biography,Drama,Sport"
imdb.com/title/tt2125608,8.2,67494,Searching for Sugar Man,Searching for Sugar Man,2012,86,"Biography,Documentary,Music"
imdb.com/title/tt0372784,8.2,1418847,Batman Begins,Batman Begins,2005,140,"Action,Crime,Drama"
imdb.com/title/tt1130884,8.2,1250961,Shutter Island,Shutter Island,2010,138,"Mystery,Thriller"
imdb.com/title/tt0993846,8.2,1332339,The Wolf of Wall Street,The Wolf of Wall Street,2013,180,"Biography,Comedy,Crime"
imdb.com/title/tt0120382,8.2,1029781,The Truman Show,The Truman Show,1998,103,"Comedy,Drama"
imdb.com/title/tt1645089,8.2,74630,Inside Job,Inside Job,2010,109,"Crime,Documentary"
imdb.com/title/tt1562872,8.2,75561,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,155,"Comedy,Drama,Musical"
imdb.com/title/tt0434409,8.2,1095484,V for Vendetta,V for Vendetta,2005,132,"Action,Drama,Sci-Fi"
imdb.com/title/tt0118849,8.2,73194,Children of Heaven,Bacheha-Ye aseman,1997,89,"Drama,Family,Sport"
imdb.com/title/tt0266697,8.2,1079464,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003,111,"Action,Crime,Drama"
imdb.com/title/tt1954470,8.2,93400,Gangs of Wasseypur,Gangs of Wasseypur,2012,321,"Action,Comedy,Crime"
imdb.com/title/tt2096673,8.2,683731,Inside Out,Inside Out,2015,95,"Adventure,Animation,Comedy"
imdb.com/title/tt0019254,8.2,53283,The Passion of Joan of Arc,La passion de Jeanne d'Arc,1928,110,"Biography,Drama,History"
imdb.com/title/tt0097576,8.2,735746,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989,127,"Action,Adventure"
imdb.com/title/tt0457430,8.2,654108,Pan's Labyrinth,El laberinto del fauno,2006,118,"Drama,Fantasy,War"
imdb.com/title/tt11032374,8.2,51260,Demon Slayer the Movie: Mugen Train,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,117,"Action,Adventure,Animation"
imdb.com/title/tt0476735,8.2,85334,My Father and My Son,Babam ve Oglum,2005,112,"Drama,Family"
imdb.com/title/tt0367110,8.2,88957,Swades,"Swades: We, the People",2004,210,"Drama,Musical"
imdb.com/title/tt8108198,8.2,88670,Andhadhun,Andhadhun,2018,139,"Comedy,Crime,Music"
imdb.com/title/tt0017925,8.2,89519,The General,The General,1926,67,"Action,Adventure,Comedy"
imdb.com/title/tt0105695,8.2,402617,Unforgiven,Unforgiven,1992,130,"Drama,Western"
imdb.com/title/tt2187153,8.2,33174,Thuppakki,Thuppakki,2012,165,"Action,Thriller"
imdb.com/title/tt0059578,8.2,250590,For a Few Dollars More,Per qualche dollaro in più,1965,132,Western
imdb.com/title/tt7905466,8.2,33804,They Shall Not Grow Old,They Shall Not Grow Old,2018,99,"Documentary,History,War"
imdb.com/title/tt3801314,8.2,25827,Kaththi,Kaththi,2014,166,"Action,Drama"
imdb.com/title/tt0045274,8.2,25415,Umberto D.,Umberto D.,1952,89,Drama
imdb.com/title/tt0046912,8.2,171766,Dial M for Murder,Dial M for Murder,1954,105,"Crime,Thriller"
imdb.com/title/tt0080678,8.2,236185,The Elephant Man,The Elephant Man,1980,124,"Biography,Drama"
imdb.com/title/tt0084787,8.2,407632,The Thing,The Thing,1982,109,"Horror,Mystery,Sci-Fi"
imdb.com/title/tt1305806,8.2,205692,The Secret in Their Eyes,El secreto de sus ojos,2009,129,"Drama,Mystery,Romance"
imdb.com/title/tt0347149,8.2,376590,Howl's Moving Castle,Hauru no ugoku shiro,2004,119,"Adventure,Animation,Family"
imdb.com/title/tt0057115,8.2,239959,The Great Escape,The Great Escape,1963,172,"Adventure,Drama,History"
imdb.com/title/tt10324144,8.2,32203,Article 15,Article 15,2019,130,"Crime,Drama,Mystery"
imdb.com/title/tt0050212,8.2,216380,The Bridge on the River Kwai,The Bridge on the River Kwai,1957,161,"Adventure,Drama,War"
imdb.com/title/tt0081398,8.2,344814,Raging Bull,Raging Bull,1980,129,"Biography,Drama,Sport"
imdb.com/title/tt0363163,8.2,349208,Downfall,Der Untergang,2004,156,"Biography,Drama,History"
imdb.com/title/tt0065234,8.2,28021,Z,Z,1969,127,"Crime,Drama,History"
imdb.com/title/tt1291584,8.2,461836,Warrior,Warrior,2011,140,"Action,Drama,Sport"
imdb.com/title/tt6966692,8.2,459958,Green Book,Green Book,2018,130,"Biography,Comedy,Drama"
imdb.com/title/tt0053291,8.2,261296,Some Like It Hot,Some Like It Hot,1959,121,"Comedy,Music,Romance"
imdb.com/title/tt5929776,8.2,27588,Before the Flood,Before the Flood,2016,96,"Documentary,News"
imdb.com/title/tt0071411,8.2,27939,Dersu Uzala,Dersu Uzala,1975,142,"Adventure,Biography,Drama"
imdb.com/title/tt1620933,8.2,35833,Paan Singh Tomar,Paan Singh Tomar,2012,135,"Action,Biography,Crime"
imdb.com/title/tt0035446,8.2,35748,To Be or Not to Be,To Be or Not to Be,1942,99,"Comedy,Romance,War"
imdb.com/title/tt0071315,8.2,318472,Chinatown,Chinatown,1974,130,"Drama,Mystery,Thriller"
imdb.com/title/tt0031381,8.2,309121,Gone with the Wind,Gone with the Wind,1939,238,"Drama,History,Romance"
imdb.com/title/tt0042876,8.2,164866,Rashomon,Rashômon,1950,88,"Crime,Drama,Mystery"
imdb.com/title/tt5895028,8.2,34968,13th,13th,2016,100,"Crime,Documentary,History"
imdb.com/title/tt3461252,8.2,28177,The Blue Elephant,The Blue Elephant,2014,170,"Drama,Horror,Mystery"
imdb.com/title/tt4635372,8.1,27340,Masaan,Masaan,2015,109,Drama
imdb.com/title/tt1821480,8.1,62118,Kahaani,Kahaani,2012,122,"Mystery,Thriller"
imdb.com/title/tt0036868,8.1,62771,The Best Years of Our Lives,The Best Years of Our Lives,1946,170,"Drama,Romance,War"
imdb.com/title/tt0083922,8.1,63015,Fanny and Alexander,Fanny och Alexander,1982,188,Drama
imdb.com/title/tt2545118,8.1,66040,Blackfish,Blackfish,2013,83,Documentary
imdb.com/title/tt0046911,8.1,65087,Diabolique,Les diaboliques,1955,117,"Crime,Drama,Horror"
imdb.com/title/tt7775622,8.1,64864,Free Solo,Free Solo,2018,100,"Adventure,Documentary,Sport"
imdb.com/title/tt0242519,8.1,64829,Hera Pheri,Hera Pheri,2000,156,"Action,Comedy,Crime"
imdb.com/title/tt0263438,8.1,25010,Everything's Gonna Be Great,Her Sey Çok Güzel Olacak,1998,107,"Comedy,Drama,Thriller"
imdb.com/title/tt0114787,8.1,57891,Underground,Underground,1995,170,"Comedy,Drama,Fantasy"
imdb.com/title/tt0058946,8.1,58801,The Battle of Algiers,La battaglia di Algeri,1966,121,"Drama,War"
imdb.com/title/tt2283748,8.1,57261,OMG: Oh My God!,OMG: Oh My God!,2012,125,"Comedy,Drama,Fantasy"
imdb.com/title/tt7268738,8.1,26515,Minnal Murali,Minnal Murali,2021,158,"Action,Adventure,Comedy"
imdb.com/title/tt0200087,8.1,25422,Sarfarosh,Sarfarosh,1999,174,"Action,Drama,Thriller"
