tconst,averageRating,numVotes,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
imdb.com/title/tt0816442,7.5,133727,The Book Thief,The Book Thief,2013,131,"Drama,War"
imdb.com/title/tt0274558,7.5,130335,The Hours,The Hours,2002,110,"Drama,Romance"
imdb.com/title/tt0120669,7.5,275280,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,1998,118,"Adventure,Comedy,Drama"
imdb.com/title/tt2397535,7.5,275419,Predestination,Predestination,2014,97,"Action,Drama,Sci-Fi"
imdb.com/title/tt0361596,7.5,129069,Fahrenheit 9/11,Fahrenheit 9/11,2004,122,"Documentary,Drama,War"
imdb.com/title/tt1091191,7.5,281872,Lone Survivor,Lone Survivor,2013,121,"Action,Biography,Drama"
imdb.com/title/tt4550098,7.5,268139,Nocturnal Animals,Nocturnal Animals,2016,116,"Drama,Thriller"
imdb.com/title/tt0118884,7.5,269606,Contact,Contact,1997,150,"Drama,Mystery,Sci-Fi"
imdb.com/title/tt5462602,7.5,132360,The Big Sick,The Big Sick,2017,120,"Comedy,Drama,Romance"
imdb.com/title/tt0075005,7.5,116169,The Omen,The Omen,1976,111,"Horror,Mystery"
imdb.com/title/tt0082010,7.5,103532,An American Werewolf in London,An American Werewolf in London,1981,97,"Comedy,Horror"
imdb.com/title/tt0338751,7.5,354528,The Aviator,The Aviator,2004,170,"Biography,Drama"
imdb.com/title/tt0118971,7.5,360384,The Devil's Advocate,The Devil's Advocate,1997,144,"Drama,Mystery,Thriller"
imdb.com/title/tt1386932,7.5,103642,Ip Man 2,Yip Man 2,2010,108,"Action,Biography,Drama"
imdb.com/title/tt0119396,7.5,340545,Jackie Brown,Jackie Brown,1997,154,"Crime,Drama,Thriller"
imdb.com/title/tt1614989,7.5,101259,Headhunters,Hodejegerne,2011,100,"Action,Crime,Thriller"
imdb.com/title/tt0840361,7.5,380875,The Town,The Town,2010,125,"Crime,Drama,Thriller"
imdb.com/title/tt0369339,7.5,388916,Collateral,Collateral,2004,120,"Action,Crime,Drama"
imdb.com/title/tt0171804,7.5,96752,Boys Don't Cry,Boys Don't Cry,1999,118,"Biography,Crime,Drama"
imdb.com/title/tt0056193,7.5,99430,Lolita,Lolita,1962,153,"Crime,Drama,Romance"
imdb.com/title/tt0096895,7.5,368762,Batman,Batman,1989,126,"Action,Adventure"
imdb.com/title/tt0213847,7.5,99954,Malena,Malèna,2000,108,"Drama,Romance,War"
imdb.com/title/tt0385004,7.5,111277,House of Flying Daggers,Shi mian mai fu,2004,119,"Action,Adventure,Drama"
imdb.com/title/tt1315981,7.5,111220,A Single Man,A Single Man,2009,99,"Drama,Romance"
imdb.com/title/tt0100802,7.5,322904,Total Recall,Total Recall,1990,113,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0404203,7.5,110605,Little Children,Little Children,2006,137,"Drama,Romance"
imdb.com/title/tt5164432,7.5,110524,"Love, Simon","Love, Simon",2018,110,"Comedy,Drama,Romance"
imdb.com/title/tt0110148,7.5,313676,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,1994,123,"Drama,Fantasy,Horror"
imdb.com/title/tt0970179,7.5,318739,Hugo,Hugo,2011,126,"Adventure,Drama,Family"
imdb.com/title/tt0243133,7.5,108548,The Man Who Wasn't There,The Man Who Wasn't There,2001,116,"Crime,Drama"
imdb.com/title/tt0120663,7.5,328967,Eyes Wide Shut,Eyes Wide Shut,1999,159,"Drama,Mystery,Thriller"
imdb.com/title/tt1013753,7.5,171226,Milk,Milk,2008,128,"Biography,Crime,Drama"
imdb.com/title/tt5580036,7.5,207802,"I, Tonya","I, Tonya",2017,119,"Biography,Comedy,Drama"
imdb.com/title/tt0110322,7.5,161502,Legends of the Fall,Legends of the Fall,1994,133,"Drama,Romance,War"
imdb.com/title/tt1649419,7.5,219041,The Impossible,Lo imposible,2012,114,"Adventure,Drama,History"
imdb.com/title/tt2140373,7.5,159812,Saving Mr. Banks,Saving Mr. Banks,2013,125,"Biography,Comedy,Drama"
imdb.com/title/tt0117665,7.5,215924,Sleepers,Sleepers,1996,147,"Crime,Drama,Thriller"
imdb.com/title/tt9620292,7.5,157720,Promising Young Woman,Promising Young Woman,2020,113,"Crime,Drama,Mystery"
imdb.com/title/tt0375063,7.5,188832,Sideways,Sideways,2004,127,"Comedy,Drama,Romance"
imdb.com/title/tt6499752,7.5,179489,Upgrade,Upgrade,2018,100,"Action,Sci-Fi,Thriller"
imdb.com/title/tt0462322,7.5,183342,Grindhouse,Grindhouse,2007,191,"Action,Horror,Thriller"
imdb.com/title/tt0097958,7.5,184667,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,1989,97,Comedy
imdb.com/title/tt0109506,7.5,178892,The Crow,The Crow,1994,102,"Action,Crime,Drama"
imdb.com/title/tt0096754,7.5,174392,The Abyss,The Abyss,1989,140,"Adventure,Drama,Mystery"
imdb.com/title/tt5083738,7.5,193802,The Favourite,The Favourite,2018,119,"Biography,Comedy,Drama"
imdb.com/title/tt0443680,7.5,178214,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,2007,160,"Biography,Crime,Drama"
imdb.com/title/tt0146882,7.5,177677,High Fidelity,High Fidelity,2000,113,"Comedy,Drama,Music"
imdb.com/title/tt1465522,7.5,175742,Tucker and Dale vs Evil,Tucker and Dale vs Evil,2010,89,"Comedy,Horror"
imdb.com/title/tt0032910,7.5,141394,Pinocchio,Pinocchio,1940,88,"Adventure,Animation,Comedy"
imdb.com/title/tt0396171,7.5,245775,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,2006,147,"Crime,Drama,Fantasy"
imdb.com/title/tt12801262,7.5,146731,Luca,Luca,2021,95,"Adventure,Animation,Comedy"
imdb.com/title/tt7349662,7.5,254295,BlacKkKlansman,BlacKkKlansman,2018,135,"Biography,Comedy,Crime"
imdb.com/title/tt0221027,7.5,254003,Blow,Blow,2001,124,"Biography,Crime,Drama"
imdb.com/title/tt0095159,7.5,140394,A Fish Called Wanda,A Fish Called Wanda,1988,108,"Comedy,Crime"
imdb.com/title/tt2381111,7.5,139721,Brooklyn,Brooklyn,2015,117,"Drama,Romance"
imdb.com/title/tt1242460,7.5,150524,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112,"Drama,Mystery,Thriller"
imdb.com/title/tt0103074,7.5,150158,Thelma & Louise,Thelma & Louise,1991,130,"Adventure,Crime,Drama"
imdb.com/title/tt0087800,7.5,229327,A Nightmare on Elm Street,A Nightmare on Elm Street,1984,91,Horror
imdb.com/title/tt0408306,7.5,224080,Munich,Munich,2005,164,"Action,Drama,History"
imdb.com/title/tt0373469,7.5,224509,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,2005,103,"Comedy,Crime,Mystery"
imdb.com/title/tt0086465,7.5,148884,Trading Places,Trading Places,1983,116,Comedy
imdb.com/title/tt0383028,7.5,89627,"Synecdoche, New York","Synecdoche, New York",2008,124,Drama
imdb.com/title/tt0887912,7.5,443519,The Hurt Locker,The Hurt Locker,2008,131,"Drama,Thriller,War"
imdb.com/title/tt0165798,7.5,89975,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,1999,116,"Crime,Drama"
imdb.com/title/tt0289043,7.5,402992,28 Days Later...,28 Days Later...,2002,113,"Drama,Horror,Sci-Fi"
imdb.com/title/tt1457767,7.5,489292,The Conjuring,The Conjuring,2013,112,"Horror,Mystery,Thriller"
imdb.com/title/tt0087469,7.5,476410,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,1984,118,"Action,Adventure"
imdb.com/title/tt0268380,7.5,471281,Ice Age,Ice Age,2002,81,"Adventure,Animation,Comedy"
imdb.com/title/tt2713180,7.5,470138,Fury,Fury,2014,134,"Action,Drama,War"
imdb.com/title/tt1020072,7.5,90842,Selma,Selma,2014,128,"Biography,Drama,History"
imdb.com/title/tt0112818,7.5,93813,Dead Man Walking,Dead Man Walking,1995,122,"Crime,Drama"
imdb.com/title/tt0112817,7.5,95486,Dead Man,Dead Man,1995,121,"Adventure,Drama,Fantasy"
imdb.com/title/tt0446029,7.5,413949,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112,"Action,Comedy,Fantasy"
imdb.com/title/tt0217505,7.5,432357,Gangs of New York,Gangs of New York,2002,167,"Crime,Drama"
imdb.com/title/tt0154506,7.5,92040,Following,Following,1998,69,"Crime,Mystery,Thriller"
imdb.com/title/tt0453562,7.5,93015,42,42,2013,128,"Biography,Drama,Sport"
imdb.com/title/tt8721424,7.5,93164,"tick, tick...BOOM!","tick, tick...BOOM!",2021,115,"Biography,Drama,Musical"
imdb.com/title/tt6644200,7.5,503843,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi"
imdb.com/title/tt1211837,7.5,688852,Doctor Strange,Doctor Strange,2016,115,"Action,Adventure,Fantasy"
imdb.com/title/tt1951264,7.5,649129,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146,"Action,Adventure,Drama"
imdb.com/title/tt3513548,7.5,82877,Richard Jewell,Richard Jewell,2019,131,"Biography,Crime,Drama"
imdb.com/title/tt9620288,7.5,82990,King Richard,King Richard,2021,144,"Biography,Drama,Sport"
imdb.com/title/tt2294629,7.5,609119,Frozen,Frozen,2013,102,"Adventure,Animation,Comedy"
imdb.com/title/tt2334649,7.5,80379,Fruitvale Station,Fruitvale Station,2013,85,"Biography,Crime,Drama"
imdb.com/title/tt3203606,7.5,80618,Trumbo,Trumbo,2015,124,"Biography,Crime,Drama"
imdb.com/title/tt0095631,7.5,84566,Midnight Run,Midnight Run,1988,126,"Action,Comedy,Crime"
imdb.com/title/tt0467406,7.5,513115,Juno,Juno,2007,96,"Comedy,Drama"
imdb.com/title/tt0107822,7.5,86785,The Piano,The Piano,1993,121,"Drama,Music,Romance"
imdb.com/title/tt0945513,7.5,510322,Source Code,Source Code,2011,93,"Action,Drama,Mystery"
imdb.com/title/tt3416532,7.5,86878,A Monster Calls,A Monster Calls,2016,108,"Adventure,Drama,Family"
imdb.com/title/tt0101889,7.5,84309,The Fisher King,The Fisher King,1991,137,"Comedy,Drama,Fantasy"
imdb.com/title/tt0373889,7.5,560904,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007,138,"Action,Adventure,Family"
imdb.com/title/tt0103873,7.5,96043,Dead Alive,Braindead,1992,104,"Comedy,Fantasy,Horror"
imdb.com/title/tt0108065,7.4,39902,Searching for Bobby Fischer,Searching for Bobby Fischer,1993,109,"Biography,Drama,Sport"
imdb.com/title/tt0080179,7.4,39558,Drunken Master,Zui quan,1978,111,"Action,Comedy"
imdb.com/title/tt0247425,7.4,40185,In the Bedroom,In the Bedroom,2001,131,"Crime,Drama"
imdb.com/title/tt0419294,7.4,40338,The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,2005,121,"Adventure,Crime,Drama"
imdb.com/title/tt0103905,7.4,40405,Man Bites Dog,C'est arrivé près de chez vous,1992,95,"Comedy,Crime,Drama"
imdb.com/title/tt0119683,7.4,40772,Les Misérables,Les Misérables,1998,134,"Crime,Drama,History"
imdb.com/title/tt0082432,7.4,39233,Gallipoli,Gallipoli,1981,110,"Adventure,Drama,History"
imdb.com/title/tt0088184,7.4,37270,Stranger Than Paradise,Stranger Than Paradise,1984,89,"Comedy,Drama"
imdb.com/title/tt0063385,7.4,37842,Oliver!,Oliver!,1968,153,"Drama,Family,Musical"
imdb.com/title/tt0347246,7.4,38026,Ghost in the Shell 2: Innocence,Inosensu: Innocence,2004,100,"Animation,Drama,Mystery"
imdb.com/title/tt2097298,7.4,38268,"McFarland, USA","McFarland, USA",2015,129,"Biography,Drama,Sport"
imdb.com/title/tt0117883,7.4,38349,Thesis,Tesis,1996,125,"Crime,Horror,Mystery"
imdb.com/title/tt0109348,7.4,38678,Bullets Over Broadway,Bullets Over Broadway,1994,98,"Comedy,Crime"
imdb.com/title/tt0057129,7.4,38810,The Haunting,The Haunting,1963,112,Horror
imdb.com/title/tt0903657,7.4,38936,Love & Mercy,Love & Mercy,2014,121,"Biography,Drama,Music"
imdb.com/title/tt0109642,7.4,42750,Dolores Claiborne,Dolores Claiborne,1995,132,"Crime,Drama,Mystery"
imdb.com/title/tt0068611,7.4,44909,Frenzy,Frenzy,1972,116,Thriller
imdb.com/title/tt1232207,7.4,42469,Capitalism: A Love Story,Capitalism: A Love Story,2009,127,"Crime,Documentary,History"
imdb.com/title/tt0407265,7.4,41222,Transamerica,Transamerica,2005,103,"Adventure,Comedy,Drama"
imdb.com/title/tt1798188,7.4,42297,From Up on Poppy Hill,Kokuriko-zaka kara,2011,91,"Animation,Comedy,Drama"
imdb.com/title/tt0073540,7.4,36926,Picnic at Hanging Rock,Picnic at Hanging Rock,1975,115,"Drama,Mystery"
imdb.com/title/tt0133189,7.4,29029,SLC Punk!,SLC Punk!,1998,97,"Comedy,Drama,Music"
imdb.com/title/tt7242142,7.4,30365,Blindspotting,Blindspotting,2018,95,"Comedy,Crime,Drama"
imdb.com/title/tt0120684,7.4,30728,Gods and Monsters,Gods and Monsters,1998,105,"Biography,Drama"
imdb.com/title/tt1174730,7.4,31558,City Island,City Island,2009,104,"Comedy,Drama"
imdb.com/title/tt0068638,7.4,31750,The Getaway,The Getaway,1972,123,"Action,Crime,Thriller"
imdb.com/title/tt1964624,7.4,31948,In the House,Dans la maison,2012,105,"Drama,Mystery,Thriller"
imdb.com/title/tt0104454,7.4,32035,Howards End,Howards End,1992,142,"Drama,Romance"
imdb.com/title/tt0388980,7.4,30307,The Greatest Game Ever Played,The Greatest Game Ever Played,2005,120,"Biography,Drama,Sport"
imdb.com/title/tt0411272,7.4,29675,Mesrine: Public Enemy No. 1,L'ennemi public n°1,2008,133,"Action,Biography,Crime"
imdb.com/title/tt1424797,7.4,29542,I Killed My Mother,J'ai tué ma mère,2009,96,"Drama,Romance"
imdb.com/title/tt0116905,7.4,29560,Lone Star,Lone Star,1996,135,"Drama,Mystery,Western"
imdb.com/title/tt0083190,7.4,30193,Thief,Thief,1981,123,"Action,Crime,Drama"
imdb.com/title/tt0078966,7.4,29741,The China Syndrome,The China Syndrome,1979,122,"Drama,Thriller"
imdb.com/title/tt0050105,7.4,30081,An Affair to Remember,An Affair to Remember,1957,115,"Drama,Romance"
imdb.com/title/tt7057496,7.4,30115,Forgotten,Gi-eok-ui bam,2017,108,"Mystery,Thriller"
imdb.com/title/tt1567448,7.4,35085,Yahsi Bati,Yahsi Bati,2009,112,"Adventure,Comedy,Fantasy"
imdb.com/title/tt5580266,7.4,35391,The Hate U Give,The Hate U Give,2018,133,"Crime,Drama"
imdb.com/title/tt0079641,7.4,35428,Nosferatu the Vampyre,Nosferatu: Phantom der Nacht,1979,107,"Drama,Horror"
imdb.com/title/tt0114478,7.4,36146,Smoke,Smoke,1995,112,"Comedy,Drama"
imdb.com/title/tt0435679,7.4,36231,Keith,Keith,2008,95,"Drama,Romance"
imdb.com/title/tt0065724,7.4,36305,Five Easy Pieces,Five Easy Pieces,1970,98,Drama
imdb.com/title/tt12680684,7.4,36734,The Hand of God,È stata la mano di Dio,2021,130,Drama
imdb.com/title/tt0390221,7.4,34967,Maria Full of Grace,Maria Full of Grace,2004,101,"Crime,Drama"
imdb.com/title/tt0082089,7.4,34903,Body Heat,Body Heat,1981,113,"Crime,Drama,Romance"
imdb.com/title/tt0093818,7.4,33489,Radio Days,Radio Days,1987,88,Comedy
imdb.com/title/tt0827503,7.4,32375,The Magician,Hokkabaz,2006,122,"Comedy,Drama"
imdb.com/title/tt0067128,7.4,32894,Get Carter,Get Carter,1971,112,"Action,Crime,Thriller"
imdb.com/title/tt0470883,7.4,33151,Magic Carpet Ride,Organize Isler,2005,106,"Comedy,Drama"
imdb.com/title/tt3698408,7.4,33789,Coming Soon,Pek Yakinda,2014,134,"Comedy,Drama,Romance"
imdb.com/title/tt0114906,7.4,33908,Welcome to the Dollhouse,Welcome to the Dollhouse,1995,88,"Comedy,Drama"
imdb.com/title/tt0078718,7.4,33959,And Justice for All,...and justice for all.,1979,119,"Crime,Drama,Thriller"
imdb.com/title/tt1668191,7.4,34134,Hunting Season,Av Mevsimi,2010,140,"Crime,Drama,Mystery"
imdb.com/title/tt0404030,7.4,58154,Everything Is Illuminated,Everything Is Illuminated,2005,106,"Comedy,Drama"
imdb.com/title/tt2234003,7.4,58733,Calvary,Calvary,2014,102,"Crime,Drama,Mystery"
imdb.com/title/tt0077745,7.4,58792,Invasion of the Body Snatchers,Invasion of the Body Snatchers,1978,115,"Horror,Sci-Fi"
imdb.com/title/tt0275491,7.4,59188,Bad Education,La mala educación,2004,106,"Crime,Drama"
imdb.com/title/tt0067800,7.4,59479,Straw Dogs,Straw Dogs,1971,113,"Crime,Drama,Thriller"
imdb.com/title/tt1226774,7.4,57400,In the Loop,In the Loop,2009,106,Comedy
imdb.com/title/tt0119349,7.4,55872,The Ice Storm,The Ice Storm,1997,112,Drama
imdb.com/title/tt0075784,7.4,55978,A Bridge Too Far,A Bridge Too Far,1977,175,"Drama,History,War"
imdb.com/title/tt0212712,7.4,56735,2046,2046,2004,129,"Drama,Romance,Sci-Fi"
imdb.com/title/tt2718492,7.4,56957,Ida,Ida,2013,82,Drama
imdb.com/title/tt0086425,7.4,59520,Terms of Endearment,Terms of Endearment,1983,132,"Comedy,Drama"
imdb.com/title/tt0049470,7.4,63572,The Man Who Knew Too Much,The Man Who Knew Too Much,1956,120,"Drama,Thriller"
imdb.com/title/tt5215952,7.4,64529,The Wailing,Gokseong,2016,156,"Drama,Horror,Mystery"
imdb.com/title/tt0256009,7.4,65233,The Devil's Backbone,El espinazo del diablo,2001,106,"Drama,Horror,Thriller"
imdb.com/title/tt0091530,7.4,60530,The Mission,The Mission,1986,125,"Adventure,Drama,History"
imdb.com/title/tt0218839,7.4,61194,Best in Show,Best in Show,2000,90,Comedy
imdb.com/title/tt0074860,7.4,62534,Marathon Man,Marathon Man,1976,125,"Crime,Thriller"
imdb.com/title/tt3808342,7.4,48209,Son of Saul,Saul fia,2015,107,"Drama,War"
imdb.com/title/tt0087781,7.4,48235,The Natural,The Natural,1984,138,"Drama,Sport"
imdb.com/title/tt1190536,7.4,48581,Black Dynamite,Black Dynamite,2009,84,"Action,Comedy"
imdb.com/title/tt0248126,7.4,48687,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,2001,210,"Drama,Musical,Romance"
imdb.com/title/tt0305206,7.4,49652,American Splendor,American Splendor,2003,101,"Biography,Comedy,Drama"
imdb.com/title/tt2396589,7.4,48120,Mudbound,Mudbound,2017,134,"Drama,War"
imdb.com/title/tt4761112,7.4,47991,The Mauritanian,The Mauritanian,2021,129,"Biography,Drama,Thriller"
imdb.com/title/tt0065126,7.4,46772,True Grit,True Grit,1969,128,"Adventure,Drama,Western"
imdb.com/title/tt0082085,7.4,51097,Blow Out,Blow Out,1981,108,"Crime,Drama,Mystery"
imdb.com/title/tt0118789,7.4,52969,Buffalo '66,Buffalo '66,1998,110,"Comedy,Drama,Romance"
imdb.com/title/tt6908274,7.4,52971,Mirage,Durante la tormenta,2018,128,"Drama,Fantasy,Mystery"
imdb.com/title/tt0349825,7.4,53632,Miracle,Miracle,2004,135,"Biography,Drama,History"
imdb.com/title/tt0073802,7.4,54375,Three Days of the Condor,Three Days of the Condor,1975,117,"Crime,Mystery,Thriller"
imdb.com/title/tt0021814,7.4,51185,Dracula,Dracula,1931,75,"Drama,Fantasy,Horror"
imdb.com/title/tt6398184,7.4,51668,Downton Abbey,Downton Abbey,2019,122,"Drama,Romance"
imdb.com/title/tt5541848,7.4,29059,What the Health,What the Health,2017,97,Documentary
imdb.com/title/tt0049408,7.4,25816,The King and I,The King and I,1956,133,"Biography,Drama,Musical"
imdb.com/title/tt0063823,7.4,26018,Yellow Submarine,Yellow Submarine,1968,90,"Adventure,Animation,Comedy"
imdb.com/title/tt7772582,7.4,26222,Never Rarely Sometimes Always,Never Rarely Sometimes Always,2020,101,Drama
imdb.com/title/tt0074695,7.4,26526,Cross of Iron,Cross of Iron,1977,132,"Drama,War"
imdb.com/title/tt1979319,7.4,25684,Rurouni Kenshin Part I: Origins,Rurôni Kenshin: Meiji kenkaku roman tan,2012,134,"Action,Adventure,Drama"
imdb.com/title/tt3704050,7.4,25074,Remember,Remember,2015,94,"Drama,Mystery,Thriller"
imdb.com/title/tt0087003,7.4,25246,Broadway Danny Rose,Broadway Danny Rose,1984,84,Comedy
imdb.com/title/tt0058586,7.4,27981,A Shot in the Dark,A Shot in the Dark,1964,102,"Comedy,Mystery"
imdb.com/title/tt0051207,7.4,28077,The Wrong Man,The Wrong Man,1956,105,"Drama,Film-Noir"
imdb.com/title/tt0493459,7.4,28124,This Film Is Not Yet Rated,This Film Is Not Yet Rated,2006,98,Documentary
imdb.com/title/tt2652092,7.4,28464,The Good Lie,The Good Lie,2014,110,"Biography,Drama"
imdb.com/title/tt0252444,7.4,28622,Rabbit-Proof Fence,Rabbit-Proof Fence,2002,94,"Biography,Drama"
imdb.com/title/tt0118111,7.4,28662,Waiting for Guffman,Waiting for Guffman,1996,84,Comedy
imdb.com/title/tt1474276,7.4,28923,Summer Wars,Samâ uôzu,2009,114,"Action,Adventure,Animation"
imdb.com/title/tt0486358,7.4,27807,Jesus Camp,Jesus Camp,2006,84,Documentary
imdb.com/title/tt0473367,7.4,26688,Jaane Tu,Jaane Tu... Ya Jaane Na,2008,155,"Comedy,Drama,Romance"
imdb.com/title/tt1827512,7.4,27363,The Kid with a Bike,Le gamin au vélo,2011,87,Drama
imdb.com/title/tt1932767,7.4,27664,What Maisie Knew,What Maisie Knew,2012,99,Drama
imdb.com/title/tt2053425,7.4,67091,Rust and Bone,De rouille et d'os,2012,120,"Drama,Romance"
imdb.com/title/tt0399146,7.4,234920,A History of Violence,A History of Violence,2005,96,"Action,Crime,Drama"
imdb.com/title/tt2674426,7.4,241130,Me Before You,Me Before You,2016,106,"Drama,Romance"
imdb.com/title/tt0825232,7.4,242304,The Bucket List,The Bucket List,2007,97,"Adventure,Comedy,Drama"
imdb.com/title/tt0333766,7.4,214639,Garden State,Garden State,2004,102,"Comedy,Drama,Romance"
imdb.com/title/tt0311113,7.4,216957,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,2003,138,"Action,Adventure,Drama"
imdb.com/title/tt7888964,7.4,218642,Nobody,Nobody,2021,92,"Action,Crime,Drama"
imdb.com/title/tt1798684,7.4,232321,Southpaw,Southpaw,2015,124,"Action,Crime,Drama"
imdb.com/title/tt3263904,7.4,263459,Sully,Sully,2016,96,"Biography,Drama"
imdb.com/title/tt5727208,7.4,263766,Uncut Gems,Uncut Gems,2019,135,"Crime,Drama,Thriller"
imdb.com/title/tt3450958,7.4,248631,War for the Planet of the Apes,War for the Planet of the Apes,2017,140,"Action,Adventure,Drama"
imdb.com/title/tt1038988,7.4,176072,REC,[Rec],2007,78,"Horror,Mystery,Thriller"
imdb.com/title/tt1935179,7.4,177473,Mud,Mud,2012,130,Drama
imdb.com/title/tt0074285,7.4,181668,Carrie,Carrie,1976,98,"Horror,Mystery"
imdb.com/title/tt0106308,7.4,173239,Army of Darkness,Army of Darkness,1992,81,"Comedy,Horror"
imdb.com/title/tt0078346,7.4,171434,Superman,Superman,1978,143,"Action,Adventure,Sci-Fi"
imdb.com/title/tt4209788,7.4,164591,Molly's Game,Molly's Game,2017,140,"Biography,Crime,Drama"
imdb.com/title/tt0272152,7.4,182084,K-PAX,K-PAX,2001,120,"Drama,Mystery,Sci-Fi"
imdb.com/title/tt0103874,7.4,211333,Bram Stoker's Dracula,Dracula,1992,128,"Drama,Fantasy,Horror"
imdb.com/title/tt7984734,7.4,195995,The Lighthouse,The Lighthouse,2019,109,"Drama,Fantasy,History"
imdb.com/title/tt0120917,7.4,197150,The Emperor's New Groove,The Emperor's New Groove,2000,78,"Adventure,Animation,Comedy"
imdb.com/title/tt0083907,7.4,202418,The Evil Dead,The Evil Dead,1981,85,Horror
imdb.com/title/tt0134119,7.4,204068,The Talented Mr. Ripley,The Talented Mr. Ripley,1999,139,"Crime,Drama,Thriller"
imdb.com/title/tt4555426,7.4,195189,Darkest Hour,Darkest Hour,2017,125,"Biography,Drama,War"
imdb.com/title/tt0116209,7.4,187761,The English Patient,The English Patient,1996,162,"Drama,Romance,War"
imdb.com/title/tt1872194,7.4,188767,The Judge,The Judge,2014,141,"Crime,Drama"
imdb.com/title/tt0195685,7.4,192916,Erin Brockovich,Erin Brockovich,2000,131,"Biography,Drama"
imdb.com/title/tt1120985,7.4,194391,Blue Valentine,Blue Valentine,2010,112,"Drama,Romance"
imdb.com/title/tt1677720,7.4,418483,Ready Player One,Ready Player One,2018,140,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0099088,7.4,433990,Back to the Future Part III,Back to the Future Part III,1990,118,"Adventure,Comedy,Sci-Fi"
imdb.com/title/tt4425200,7.4,412614,John Wick: Chapter 2,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller"
imdb.com/title/tt1515091,7.4,444765,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129,"Action,Adventure,Mystery"
imdb.com/title/tt3040964,7.4,272671,The Jungle Book,The Jungle Book,2016,106,"Adventure,Drama,Family"
imdb.com/title/tt0362227,7.4,445335,The Terminal,The Terminal,2004,128,"Comedy,Drama,Romance"
imdb.com/title/tt1219289,7.4,559388,Limitless,Limitless,2011,105,"Sci-Fi,Thriller"
imdb.com/title/tt1276104,7.4,564862,Looper,Looper,2012,119,"Action,Drama,Sci-Fi"
imdb.com/title/tt0120903,7.4,601881,X-Men,X-Men,2000,104,"Action,Adventure,Sci-Fi"
imdb.com/title/tt2911666,7.4,603051,John Wick,John Wick,2014,101,"Action,Crime,Thriller"
imdb.com/title/tt0295297,7.4,611737,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,161,"Adventure,Family,Fantasy"
imdb.com/title/tt2250912,7.4,622517,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0316654,7.4,629411,Spider-Man 2,Spider-Man 2,2004,127,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0451279,7.4,634084,Wonder Woman,Wonder Woman,2017,141,"Action,Adventure,Fantasy"
imdb.com/title/tt0145487,7.4,790992,Spider-Man,Spider-Man,2002,121,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0290334,7.4,538960,X2: X-Men United,X2,2003,134,"Action,Sci-Fi,Thriller"
imdb.com/title/tt6320628,7.4,456200,Spider-Man: Far from Home,Spider-Man: Far from Home,2019,129,"Action,Adventure,Sci-Fi"
imdb.com/title/tt1229238,7.4,479382,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132,"Action,Adventure,Thriller"
imdb.com/title/tt1570728,7.4,506723,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118,"Comedy,Drama,Romance"
imdb.com/title/tt2310332,7.4,511873,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144,"Adventure,Fantasy"
imdb.com/title/tt4975722,7.4,299154,Moonlight,Moonlight,2016,111,Drama
imdb.com/title/tt4925292,7.4,276806,Lady Bird,Lady Bird,2017,94,"Comedy,Drama"
imdb.com/title/tt1197624,7.4,291095,Law Abiding Citizen,Law Abiding Citizen,2009,109,"Action,Crime,Drama"
imdb.com/title/tt1790885,7.4,292845,Zero Dark Thirty,Zero Dark Thirty,2012,157,"Drama,History,Thriller"
imdb.com/title/tt6146586,7.4,324229,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Thriller"
